0.675	1384	295.078
0.81	1020.25	294.591
0.91	554.361	277.181
1.1	516.843	258.422
1.225	668.222	252.565
1.375	769.586	272.091
1.525	637.681	225.455
1.675	1109.45	277.363
1.825	1593.96	325.368
1.975	782.729	225.955
2.125	903.682	241.521
2.3	1156.14	235.999
2.5	958.915	214.422
2.7	673.283	179.945
2.875	831.388	230.59
3.025	771.518	222.726
3.175	447.799	169.258
3.3	290.374	167.65
3.425	451.93	170.82
